App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Narcos: Cartel Wars,FAMILY,4.7,244797,52M,"5,000,000+",Free,0,Teen,Strategy,2018-07-30 00:00:00,1.24.09,4.0.3 and up
Get 'Em,GAME,4.1,7904,21M,"500,000+",Free,0,Everyone 10+,Action,2016-10-26 00:00:00,1.6.7,4.0.3 and up
EM Launcher for EMUI,PERSONALIZATION,4.1,3175,2.3M,"500,000+",Free,0,Everyone,Personalization,2018-04-06 00:00:00,1.0.6,4.1 and up
Live Hold’em Pro Poker - Free Casino Games,GAME,4.6,1123190,Varies with device,"10,000,000+",Free,0,Teen,Card,2018-08-07 00:00:00,Varies with device,Varies with device
Beach Shoot Em Up: Head Hunter,GAME,4.4,1218,15M,"500,000+",Free,0,Everyone 10+,Action,2018-03-06 00:00:00,1.0.9,2.3 and up
Connect'Em,FAMILY,4.5,49381,6.8M,"1,000,000+",Free,0,Everyone,Puzzle,2018-06-25 00:00:00,1.0.17,2.0 and up
Stick 'Em Up 2 Starter Edition,GAME,3.8,2102,40M,"100,000+",Free,0,Everyone 10+,Action,2015-09-11 00:00:00,1.1.3,4.0.3 and up
Shoot`Em Down: Shooting game,GAME,3.9,7972,88M,"500,000+",Free,0,Teen,Action,2017-08-12 00:00:00,56,4.1 and up
Texas Hold’em Poker + | Social,GAME,3.5,4416,59M,"500,000+",Free,0,Teen,Casino,2017-01-18 00:00:00,2.1.7,4.0.3 and up
PlayTexas Hold'em Poker Free,GAME,3.8,3543,Varies with device,"1,000,000+",Free,0,Teen,Card,2018-03-10 00:00:00,Varies with device,Varies with device
EM Launcher Pro,PERSONALIZATION,4.2,35,24k,"1,000+",Paid,3.99,Everyone,Personalization,2016-04-02 00:00:00,1,4.1 and up
HAWK – Force of an Arcade Shooter. Shoot 'em up,GAME,4.6,190274,46M,"5,000,000+",Free,0,Everyone,Arcade,2018-07-09 00:00:00,Varies with device,4.1 and up
Shoot Em Down Free,FAMILY,3.7,2850,39M,"500,000+",Free,0,Everyone,Puzzle,2018-02-09 00:00:00,23,2.3 and up
Game for KIDS: KIDS match'em,FAMILY,4.4,7006,6.9M,"1,000,000+",Free,0,Everyone,Education,2016-10-23 00:00:00,1.17,2.3 and up
Texas Hold'em Poker,GAME,3.6,12846,14M,"1,000,000+",Free,0,Teen,Casino,2017-12-29 00:00:00,3.3,4.1 and up
Nuke Em All,FAMILY,3.4,2714,52M,"500,000+",Free,0,Mature 17+,Casual,2017-11-19 00:00:00,1.1.8,4.1 and up
Poker Equity Calculator Pro for No Limit Hold'em,GAME,4.0,21,14M,"5,000+",Paid,0.99,Everyone,Card,2017-09-10 00:00:00,1.3,5.0 and up
Poker Live! 3D Texas Hold'em,GAME,4.3,6143,37M,"100,000+",Free,0,Teen,Casino,2018-07-25 00:00:00,Varies with device,4.0.3 and up
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91035,Varies with device,"5,000,000+",Free,0,Everyone,Sports,2018-08-04 00:00:00,Varies with device,5.0 and up
Fun Texas Hold'em Poker,GAME,4.5,32831,24M,"500,000+",Free,0,Teen,Casino,2017-05-12 00:00:00,17.05.11,4.0.3 and up
Elevator Simulator Lift EM ALL,FAMILY,4.4,2941,28M,"100,000+",Free,0,Teen,Simulation,2018-07-31 00:00:00,2.4.1343-prod,4.0.3 and up
Dragonplay™ Poker Texas Holdem,GAME,4.5,197979,Varies with device,"1,000,000+",Free,0,Teen,Card,2018-08-07 00:00:00,Varies with device,Varies with device
Punch em,GAME,4.1,2208,4.4M,"500,000+",Free,0,Everyone,Arcade,2018-05-24 00:00:00,2.0.8,4.1 and up
Zynga Poker – Texas Holdem,GAME,4.4,1986068,52M,"50,000,000+",Free,0,Teen,Casino,2018-07-25 00:00:00,21.54,4.1 and up
Boyaa Poker (En) – Social Texas Hold’em,GAME,4.3,71468,51M,"1,000,000+",Free,0,Teen,Card,2018-06-12 00:00:00,5.8.0,4.1 and up
World Series of Poker – WSOP Free Texas Holdem,GAME,4.5,910051,76M,"10,000,000+",Free,0,Teen,Card,2018-08-02 00:00:00,5.11.0,4.1 and up
Connect'Em Halloween,FAMILY,4.5,6673,4.4M,"500,000+",Free,0,Everyone,Puzzle,2016-09-23 00:00:00,1.0.7,2.0 and up
Yahoo Fantasy Sports - #1 Rated Fantasy App,SPORTS,4.2,277939,Varies with device,"5,000,000+",Free,0,Mature 17+,Sports,2018-08-02 00:00:00,Varies with device,Varies with device
Texas Holdem Poker Pro,GAME,4.5,114479,26M,"5,000,000+",Free,0,Teen,Card,2017-12-20 00:00:00,4.7.0,3.0 and up
Rage Fight of Streets - Beat Em Up Game,GAME,4.3,1489,67M,"100,000+",Free,0,Teen,Action,2018-05-13 00:00:00,Varies with device,4.1 and up
HANGAME Casino - Baccarat & Texas Hold'em,GAME,4.1,8608,46M,"500,000+",Free,0,Teen,Casino,2018-05-17 00:00:00,1.4.5,4.1 and up
PokerStars Play: Free Texas Holdem Poker Game,GAME,4.6,14989,78M,"500,000+",Free,0,Teen,Card,2018-07-06 00:00:00,1.9.2,4.0.3 and up
Yoong: Kick 'Em Up!,SPORTS,4.3,7107,33M,"100,000+",Free,0,Everyone,Sports,2015-12-16 00:00:00,1.1.1,4.0.3 and up
Texas Holdem Poker,GAME,4.0,127831,26M,"10,000,000+",Free,0,Teen,Card,2017-12-20 00:00:00,4.7.0,3.0 and up
Instabridge - Free WiFi Passwords and Hotspots,TOOLS,4.4,211308,Varies with device,"10,000,000+",Free,0,Everyone,Tools,2018-08-02 00:00:00,Varies with device,4.1 and up
Big Fish Casino – Play Slots & Vegas Games,GAME,4.4,382100,Varies with device,"10,000,000+",Free,0,Teen,Casino,2018-07-11 00:00:00,Varies with device,Varies with device
Em Fuga Brasil,FAMILY,,1317,60M,"100,000+",Free,0,Everyone,Simulation,2018-04-22 00:00:00,1,4.1 and up
LocaToWeb - Live GPS tracking,SPORTS,4.6,200,3.0M,"1,000+",Paid,2.49,Everyone,Sports,2018-08-02 00:00:00,3.9.1,5.0 and up
TRANSFORMERS: Forged to Fight,GAME,4.6,291941,90M,"10,000,000+",Free,0,Everyone 10+,Action,2018-07-27 00:00:00,6.3.2,4.0.3 and up
Texas Holdem & Omaha Poker: Pokerist,GAME,4.3,187200,28M,"10,000,000+",Free,0,Teen,Card,2018-07-31 00:00:00,18.4.0,4.1 and up
Governor of Poker 2 - OFFLINE POKER GAME,GAME,4.3,246538,60M,"5,000,000+",Free,0,Teen,Card,2018-03-06 00:00:00,3.0.8,2.3 and up
Squadron - Bullet Hell Shooter,GAME,4.2,177542,40M,"10,000,000+",Free,0,Everyone,Arcade,2016-05-02 00:00:00,1.0.7,2.3 and up
Telemundo Deportes - En Vivo,SPORTS,4.5,36255,25M,"1,000,000+",Free,0,Everyone,Sports,2018-08-01 00:00:00,5.10.5,4.1 and up
Holy Knight EN,FAMILY,4.0,26202,41M,"1,000,000+",Free,0,Teen,Role Playing,2018-05-05 00:00:00,1.1.700,2.3 and up
Hello English: Learn English,FAMILY,4.6,750321,Varies with device,"10,000,000+",Free,0,Everyone,Education,2018-08-07 00:00:00,Varies with device,Varies with device
Dictionary - Merriam-Webster,BOOKS_AND_REFERENCE,4.5,454412,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,2018-05-18 00:00:00,Varies with device,Varies with device
English in a Month Free,FAMILY,3.8,6577,13M,"1,000,000+",Free,0,Everyone,Education,2017-07-23 00:00:00,1.28,4.1 and up
Words With Friends – Play Free,GAME,4.3,711719,Varies with device,"10,000,000+",Free,0,Everyone,Word,2018-07-11 00:00:00,Varies with device,Varies with device
FRANCE 24,NEWS_AND_MAGAZINES,4.3,47069,Varies with device,"5,000,000+",Free,0,Everyone 10+,News & Magazines,2018-06-25 00:00:00,Varies with device,Varies with device
JW Library,BOOKS_AND_REFERENCE,4.9,922752,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,2018-06-15 00:00:00,Varies with device,Varies with device
Learn Body Parts in English,FAMILY,4.0,7243,42M,"1,000,000+",Free,0,Everyone,Education,2016-12-06 00:00:00,5.13,2.3 and up
ai.type keyboard Plus + Emoji,TOOLS,4.5,57076,35M,"100,000+",Paid,4.49,Everyone,Tools,2018-07-24 00:00:00,Paid-9.4.1.3,4.1 and up
Edmodo,FAMILY,4.1,200214,18M,"10,000,000+",Free,0,Everyone,Education,2018-08-06 00:00:00,9.12.6,4.0.3 and up
Learn English Daily,FAMILY,4.5,7881,53M,"500,000+",Free,0,Everyone,Education,2018-05-06 00:00:00,7,4.0 and up
Orfox: Tor Browser for Android,COMMUNICATION,4.2,44233,31M,"10,000,000+",Free,0,Everyone,Communication,2018-07-02 00:00:00,Fennec-52.9.0esr/TorBrowser-7.5-1/Orfox-1.5.4-RC-1,4.0.3 and up
"NewsDog - Latest News, Breaking News, Local News",NEWS_AND_MAGAZINES,4.4,291901,4.3M,"10,000,000+",Free,0,Mature 17+,News & Magazines,2018-07-20 00:00:00,2.6.0,4.1 and up
Keyboard ManMan,TOOLS,4.4,121304,Varies with device,"10,000,000+",Free,0,Everyone,Tools,2018-03-11 00:00:00,Varies with device,Varies with device
RightNow English Conversation,FAMILY,4.0,5118,11M,"1,000,000+",Free,0,Everyone,Education,2018-03-02 00:00:00,1.4.1,2.3 and up
HTC Sense Input - EN,TOOLS,4.3,24175,8.5M,"5,000,000+",Free,0,Everyone,Tools,2015-10-30 00:00:00,1.0.612931,5.0 and up
"busuu: Learn Languages - Spanish, English & More",FAMILY,4.3,207294,21M,"10,000,000+",Free,0,Everyone 10+,Education,2018-08-01 00:00:00,13.9.0.161,5.0 and up
Classic Words Solo,GAME,4.4,135739,Varies with device,"5,000,000+",Free,0,Everyone,Word,2018-08-07 00:00:00,Varies with device,Varies with device
"Ginger Keyboard - Emoji, GIFs, Themes & Games",PRODUCTIVITY,4.4,162831,43M,"5,000,000+",Free,0,Everyone,Productivity,2018-08-01 00:00:00,8.1.01,4.1 and up
English Audio Books - Librivox,FAMILY,4.0,10773,10M,"1,000,000+",Free,0,Everyone,Education,2017-11-29 00:00:00,8.02,4.1 and up
Learn Top 300 English Words,FAMILY,4.7,61600,3.4M,"1,000,000+",Free,0,Everyone,Education,2018-02-24 00:00:00,3.1,2.3 and up
"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",SPORTS,4.2,75566,Varies with device,"5,000,000+",Free,0,Everyone,Sports,2018-07-23 00:00:00,Varies with device,Varies with device
Chess Free,GAME,4.5,1375988,15M,"50,000,000+",Free,0,Everyone,Board,2018-06-07 00:00:00,2.72,4.1 and up
Oxford Dictionary of English : Free,BOOKS_AND_REFERENCE,4.1,364452,7.1M,"10,000,000+",Free,0,Everyone,Books & Reference,2018-07-11 00:00:00,9.1.363,4.1 and up
English Hindi Dictionary,BOOKS_AND_REFERENCE,4.4,384368,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,2018-08-04 00:00:00,Varies with device,Varies with device
English to Hindi Dictionary,BOOKS_AND_REFERENCE,4.1,71328,11M,"5,000,000+",Free,0,Everyone,Books & Reference,2017-06-11 00:00:00,BlueOrange,4.0.3 and up
EO.TRADE - Coin sale,FINANCE,4.3,95,1.5M,"10,000+",Free,0,Everyone,Finance,2018-06-05 00:00:00,0.3,4.0.3 and up
EO Network,BUSINESS,3.5,13,21M,"1,000+",Free,0,Teen,Business,2017-09-20 00:00:00,1.0.3,4.4 and up
The EO Bar,HEALTH_AND_FITNESS,4.7,416,34M,"10,000+",Paid,6.99,Everyone,Health & Fitness,2018-07-02 00:00:00,1.3.7,4.1 and up
EO Mumbai,COMMUNICATION,,0,11M,10+,Free,0,Everyone,Communication,2018-02-21 00:00:00,1.02,4.1 and up
EO Global,BUSINESS,2.6,13,8.9M,"1,000+",Free,0,Everyone,Business,2016-10-20 00:00:00,3.2,4.1 and up
EO SouthAsia,BUSINESS,4.2,8,19M,100+,Free,0,Teen,Business,2018-04-25 00:00:00,1.0.23,4.1 and up
EO RAIPUR,SOCIAL,,1,4.2M,10+,Free,0,Teen,Social,2017-06-21 00:00:00,1,4.0.3 and up
EO Forum,BUSINESS,,0,1.1M,100+,Free,0,Everyone,Business,2013-04-05 00:00:00,1.1,2.1 and up
EO Events,BUSINESS,,0,11M,10+,Free,0,Teen,Business,2018-06-21 00:00:00,v2.7.11.27,4.1 and up
EO KOREA,BUSINESS,,0,14M,50+,Free,0,Teen,Business,2017-12-04 00:00:00,1.0.7,2.2 and up
EO App. SelfCompassion to you,HEALTH_AND_FITNESS,,1,Varies with device,100+,Free,0,Everyone,Health & Fitness,2015-09-12 00:00:00,Varies with device,Varies with device
EO GSEA,BUSINESS,,1,30M,10+,Free,0,Everyone,Business,2018-01-04 00:00:00,1.0.0,4.4 and up
EO Guide,HEALTH_AND_FITNESS,,15,24M,"1,000+",Paid,4.99,Everyone,Health & Fitness,2018-07-23 00:00:00,1.0.4,4.1 and up
EO SA Benefits,BUSINESS,,0,518k,10+,Free,0,Everyone,Business,2014-08-25 00:00:00,1,2.3.3 and up
FAST EO,EVENTS,5.0,1,Varies with device,10+,Free,0,Everyone,Events,2018-05-15 00:00:00,1.0.3,4.1 and up
23rd QM BDE EO,BUSINESS,,0,6.3M,10+,Free,0,Everyone,Business,2017-09-27 00:00:00,1.0.0,4.1 and up
EO Bijbel Open,LIFESTYLE,4.3,102,41M,"10,000+",Free,0,Everyone,Lifestyle,2016-11-24 00:00:00,2.0.0,4.0.3 and up
EO LAC,LIFESTYLE,,0,18M,10+,Free,0,Everyone,Lifestyle,2017-01-17 00:00:00,1.1,4.1 and up
EO Hub,BUSINESS,,0,5.2M,50+,Free,0,Teen,Business,2018-02-06 00:00:00,3.5.4,4.1 and up
Kenny e o Cupcake,FAMILY,,0,6.7M,1+,Free,0,Everyone,Arcade;Action & Adventure,2018-07-19 00:00:00,1,2.1 and up
EO,BUSINESS,,0,3.1M,50+,Free,0,Everyone,Business,2015-07-01 00:00:00,1,4.0.3 and up
4Eternity EO,BUSINESS,,0,2.0M,10+,Free,0,Everyone,Business,2018-01-17 00:00:00,1.2,4.1 and up
Masha and the Bear,FAMILY,4.4,15105,36M,"1,000,000+",Free,0,Everyone,Education,2018-06-11 00:00:00,3.1.8,4.3 and up
Free games: Masha and the Bear,FAMILY,4.3,34514,60M,"5,000,000+",Free,0,Everyone,Puzzle;Brain Games,2018-07-20 00:00:00,1.2.8,4.1 and up
Masha and the Bear- House Cleaning Games for Girls,FAMILY,,0,74M,100+,Paid,1.99,Everyone,Educational;Pretend Play,2018-01-25 00:00:00,0.0.1,4.1 and up
EO Hotels,TRAVEL_AND_LOCAL,,4,11M,100+,Free,0,Everyone,Travel & Local,2017-06-04 00:00:00,2,4.0.3 and up
Masha and the Bear Child Games,FAMILY,4.1,288606,92M,"10,000,000+",Free,0,Everyone,Adventure;Education,2018-05-08 00:00:00,2.7.4,4.0 and up
Masha and the Bear - Hair Salon and MakeUp Games,FAMILY,,1,83M,100+,Paid,2.49,Everyone,Role Playing;Education,2018-03-05 00:00:00,1.0.1,4.1 and up
Masha and Bear: Cooking Dash,FAMILY,4.3,151374,54M,"10,000,000+",Free,0,Everyone,Role Playing;Brain Games,2018-06-05 00:00:00,1.2.7,4.1 and up
Masha and the Bear: Evolution,FAMILY,4.5,2062,42M,"500,000+",Free,0,Everyone,Strategy;Education,2018-06-14 00:00:00,1.0.9,4.0 and up
Cryptocurrency Trading - How To Trade Crypto,FINANCE,,1,23M,100+,Free,0,Everyone,Finance,2018-03-16 00:00:00,1,4.1 and up
Masha and the Bear. Games for kids,FAMILY,4.6,6231,31M,"1,000,000+",Free,0,Everyone,Educational;Pretend Play,2018-07-13 00:00:00,2.6,4.0.3 and up
Masha and The Bear Jam Day Match 3 games for kids,FAMILY,4.6,50060,98M,"1,000,000+",Free,0,Everyone,Puzzle;Brain Games,2018-08-07 00:00:00,1.4.83,4.1 and up
Where's My Water?,FAMILY,4.7,188740,69M,"1,000,000+",Paid,1.99,Everyone,Puzzle;Brain Games,2018-07-05 00:00:00,1.16.0,4.2 and up
O Céu e o Inferno,BOOKS_AND_REFERENCE,,14,754k,500+,Paid,0.99,Everyone,Books & Reference,2013-10-07 00:00:00,1.1,1.6 and up
Frozen Free Fall,FAMILY,4.3,1574546,37M,"50,000,000+",Free,0,Everyone,Puzzle;Action & Adventure,2018-07-27 00:00:00,6.7.0,4.2 and up
Urban Car Simulator,FAMILY,4.2,23292,20M,"1,000,000+",Free,0,Everyone,Simulation,2017-09-19 00:00:00,1.4,2.3 and up
Masha and the Bear: House Cleaning Games for Girls,FAMILY,4.5,43852,77M,"10,000,000+",Free,0,Everyone,Role Playing;Pretend Play,2018-07-19 00:00:00,1.9.10,4.1 and up
Masha and The Bear Puzzle Game,FAMILY,4.3,13330,73M,"1,000,000+",Free,0,Everyone,Puzzle;Brain Games,2018-05-24 00:00:00,2,4.1 and up
Masha and the Bear. Educational Games,FAMILY,4.5,46369,33M,"10,000,000+",Free,0,Everyone,Educational;Brain Games,2018-07-13 00:00:00,2.3,4.0.3 and up
Bluetooth Pair,TOOLS,3.5,1960,2.7M,"1,000,000+",Free,0,Everyone,Tools,2018-08-04 00:00:00,2.5,4.1 and up
Sports Car Driving Simulator 2018,GAME,4.3,2178,57M,"500,000+",Free,0,Everyone,Racing,2018-03-28 00:00:00,1.1,4.1 and up
Masha and the Bear: Good Night!,FAMILY,4.6,29155,83M,"1,000,000+",Free,0,Everyone,Educational;Pretend Play,2018-07-26 00:00:00,1.0.4,4.1 and up
Masha and the Bear: Climb Racing and Car Games,FAMILY,4.5,2200,73M,"1,000,000+",Free,0,Everyone,Racing;Pretend Play,2018-07-23 00:00:00,1.1.0,4.1 and up
Episode - Choose Your Story,FAMILY,4.3,1842381,Varies with device,"50,000,000+",Free,0,Teen,Simulation,2018-07-31 00:00:00,Varies with device,Varies with device
Out There Chronicles - Ep. 1,FAMILY,4.4,1516,44M,"50,000+",Paid,2.99,Everyone,Role Playing,2017-11-27 00:00:00,1.0.4,4.2 and up
EP FCU,FINANCE,,2,2.8M,100+,Free,0,Everyone,Finance,2018-03-22 00:00:00,3.0.6,4.1 and up
EP Home Energy Hub,PRODUCTIVITY,,4,13M,100+,Free,0,Everyone,Productivity,2018-06-21 00:00:00,3.4.2,4.4 and up
EP,BUSINESS,,3,2.1M,100+,Free,0,Everyone,Business,2015-11-13 00:00:00,1.0.1,2.3.3 and up
EP Spotter,FAMILY,3.4,9,28M,500+,Free,0,Everyone,Entertainment,2016-09-28 00:00:00,314007,4.3 and up
EP Mobile,MEDICAL,4.3,267,2.3M,"50,000+",Free,0,Everyone,Medical,2018-07-08 00:00:00,2.18,4.0 and up
EP RSS Reader,COMMUNICATION,3.8,4,892k,100+,Free,0,Everyone,Communication,2018-07-16 00:00:00,0.99,4.0.3 and up
Out There Chronicles - Ep. 2,FAMILY,4.5,144,70M,"1,000+",Paid,2.99,Teen,Role Playing,2018-01-26 00:00:00,1.0.0,4.2 and up
EP Cloud,PRODUCTIVITY,,9,2.3M,10+,Free,0,Everyone,Productivity,2018-07-26 00:00:00,2.2.2,4.1 and up
eP Scanner,EVENTS,,0,20M,100+,Free,0,Everyone,Events,2017-10-13 00:00:00,1.5,4.4 and up
EP McGuffey Primer,FAMILY,,0,Varies with device,50+,Paid,1.99,Everyone,Education,2018-07-16 00:00:00,Varies with device,Varies with device
EP Church Annapolis,LIFESTYLE,5.0,2,8.8M,100+,Free,0,Everyone,Lifestyle,2017-01-14 00:00:00,1,4.1 and up
EP Horlogerie,LIFESTYLE,4.9,18,24M,"1,000+",Free,0,Everyone,Lifestyle,2018-03-28 00:00:00,4.0.2,4.0.3 and up
ep-liggare - Elektronisk personalliggare,TOOLS,,0,21M,100+,Free,0,Everyone,Tools,2018-06-26 00:00:00,1.1.0,4.1 and up
EP Calipers,MEDICAL,,4,15M,100+,Paid,0.99,Everyone,Medical,2018-02-10 00:00:00,2.12,4.0 and up
EP Radio,FAMILY,5.0,3,154k,50+,Free,0,Everyone,Entertainment,2018-03-26 00:00:00,1,3.0 and up
EP Joaillerie,LIFESTYLE,,54,21M,"5,000+",Free,0,Teen,Lifestyle,2018-03-28 00:00:00,4.0.2,4.0.3 and up
Tester EP,TOOLS,,9,4.8M,100+,Free,0,Everyone,Tools,2018-05-15 00:00:00,3,2.1 and up
The Great Wobo Escape Ep. 1,GAME,4.2,5449,20M,"500,000+",Free,0,Everyone 10+,Action,2016-09-13 00:00:00,1.0.3386,4.1 and up
The Visitor: Ep.2 - Sleepover Slaughter,GAME,4.3,5731,31M,"1,000,000+",Free,0,Mature 17+,Adventure,2018-01-02 00:00:00,1.1.5,4.1 and up
Superbrothers Sword & Sworcery,GAME,4.4,11023,16M,"100,000+",Paid,3.99,Teen,Adventure,2018-01-26 00:00:00,1.0.20,2.3 and up
EP Lab Digest,MEDICAL,2.3,11,12M,500+,Free,0,Everyone,Medical,2018-07-12 00:00:00,1000000.6,4.1 and up
EP Research Service,BOOKS_AND_REFERENCE,4.7,14,27M,"1,000+",Free,0,Everyone,Books & Reference,2018-03-05 00:00:00,1.9,4.1 and up
eP Finder,AUTO_AND_VEHICLES,,0,6.3M,10+,Free,0,Everyone,Auto & Vehicles,2018-06-21 00:00:00,1,4.4 and up
EP Music,FAMILY,,0,11M,10+,Free,0,Everyone,Entertainment,2017-07-26 00:00:00,1,4.1 and up
EP Coding,MEDICAL,,0,2.0M,50+,Paid,0.99,Everyone,Medical,2017-10-05 00:00:00,1.6,4.0 and up
EP Kalkulator el. energije,TOOLS,4.4,13,1.5M,100+,Free,0,Everyone,Tools,2015-02-20 00:00:00,4,4.0 and up
The Great Wobo Escape Ep.1,FAMILY,4.3,11,20M,500+,Paid,1.99,Everyone 10+,Action;Action & Adventure,2016-05-03 00:00:00,1.0.3289,4.1 and up
The Visitor: Ep.1 - Kitty Cat Carnage,GAME,4.4,3017,39M,"500,000+",Free,0,Mature 17+,Adventure,2018-01-02 00:00:00,1.3.7,4.3 and up
EP Cook Book,MEDICAL,,0,3.2M,0+,Paid,200,Everyone,Medical,2015-07-26 00:00:00,1,3.0 and up
Dr.Slender Ep 1 Guide (Eng),GAME,4.0,454,27M,"10,000+",Free,0,Teen,Arcade,2014-12-02 00:00:00,1,2.3 and up
Decay: The Mare - Ep.1 (Trial),GAME,3.6,5291,7.2M,"100,000+",Free,0,Teen,Adventure,2014-05-24 00:00:00,2,2.2 and up
EP Search and Find,FAMILY,,20,23M,500+,Free,0,Everyone,Casual,2015-05-27 00:00:00,1.0.0,2.3 and up
What's Your Story?™ ft Charmed,FAMILY,4.1,39661,47M,"1,000,000+",Free,0,Teen,Role Playing,2018-08-02 00:00:00,1.10.4,5.0 and up
EP Gem Hunter,GAME,4.6,79,31M,"1,000+",Free,0,Everyone 10+,Action,2016-01-17 00:00:00,1.1.0,2.3 and up
EP Chain Reaction,FAMILY,3.9,249,21M,"10,000+",Free,0,Everyone,Casual;Brain Games,2016-04-10 00:00:00,1.2.2,2.3 and up
Gate Of Death Ep: 1,GAME,4.4,7,34M,100+,Free,0,Everyone,Adventure,2016-10-07 00:00:00,1.1,2.3 and up
EP Mobil,SHOPPING,,3,5.3M,100+,Free,0,Everyone,Shopping,2018-07-18 00:00:00,1.9,4.1 and up
Sonic 4™ Episode I,GAME,3.7,8014,37M,"100,000+",Paid,2.99,Everyone,Arcade,2016-04-04 00:00:00,1.5.0,2.2 and up
Naruto Shippuden - Watch Free!,VIDEO_PLAYERS,3.9,141515,5.7M,"10,000,000+",Free,0,Teen,Video Players & Editors,2014-04-23 00:00:00,0.6.0,2.3 and up
Lean EQ,BUSINESS,,6,10M,10+,Paid,89.99,Everyone,Business,2017-02-14 00:00:00,1,4.1 and up
Operate Now: Hospital,FAMILY,4.3,254861,52M,"10,000,000+",Free,0,Teen,Simulation,2018-08-01 00:00:00,1.20.3,4.4 and up
Multi Surgery ER Emergency Hospital : Doctor Game,FAMILY,4.1,227,69M,"10,000+",Free,0,Teen,Educational,2018-06-21 00:00:00,1.2,4.0 and up
ER Surgery Simulator,FAMILY,3.6,19601,56M,"1,000,000+",Free,0,Everyone 10+,Casual,2018-06-06 00:00:00,1.0.4,4.1 and up
Dentist Surgery ER Emergency Doctor Hospital Games,FAMILY,3.5,2580,53M,"100,000+",Free,0,Everyone,Simulation,2018-07-06 00:00:00,10,4.1 and up
Eye Transplant : ER Emergency Hospital,FAMILY,3.9,1938,62M,"1,000,000+",Free,0,Teen,Educational,2018-05-25 00:00:00,1.6,4.1 and up
Lifeguard Beach Rescue ER Emergency Hospital Games,FAMILY,3.9,519,76M,"100,000+",Free,0,Everyone,Simulation,2018-08-07 00:00:00,12,4.1 and up
Hospital ER Emergency Heart Surgery: Doctor Games,FAMILY,3.8,1652,71M,"100,000+",Free,0,Everyone,Simulation,2018-07-11 00:00:00,10,4.1 and up
Superhero Doctor 2 -ER Surgery,FAMILY,4.0,39647,72M,"10,000,000+",Free,0,Everyone 10+,Casual,2017-09-30 00:00:00,1.7,4.0.3 and up
ER,LIFESTYLE,,2,28M,500+,Free,0,Everyone,Lifestyle,2017-09-01 00:00:00,1.1.2,2.3.3 and up
Noot-Noot-er!,FAMILY,4.5,74,2.8M,"5,000+",Free,0,Everyone,Entertainment,2017-11-22 00:00:00,2,4.0.3 and up
Doctor X - ER On Wheels,FAMILY,3.6,12781,51M,"1,000,000+",Free,0,Everyone,Casual;Pretend Play,2018-06-06 00:00:00,1.0.9,4.1 and up
Foot Surgery Hospital Simulator: ER Doctor Games,FAMILY,3.9,314,28M,"100,000+",Free,0,Everyone,Casual,2018-01-15 00:00:00,1.1,5.1 and up
ER Heart Surgery - Emergency Simulator Game,FAMILY,4.3,429,40M,"100,000+",Free,0,Everyone,Educational,2018-07-19 00:00:00,2,4.1 and up
Pregnant Mom ER Emergency Doctor Hospital Games,FAMILY,4.0,325,27M,"50,000+",Free,0,Everyone,Educational,2018-06-12 00:00:00,1.2,4.1 and up
Doctr – ER wait times in Canada,MEDICAL,4.2,980,Varies with device,"50,000+",Free,0,Everyone,Medical,2018-08-04 00:00:00,2.2.2926,Varies with device
Plastic Surgery Surgeon Simulator Er Doctor Games,FAMILY,3.7,3482,37M,"500,000+",Free,0,Everyone,Casual,2018-08-07 00:00:00,1.6,4.4 and up
Shoulder Surgery ER Emergency Doctor Game,FAMILY,3.9,55,46M,"10,000+",Free,0,Teen,Educational,2017-11-07 00:00:00,1.0.1,4.0 and up
Superhero Doctor 3 ER Surgery,FAMILY,4.2,2801,50M,"500,000+",Free,0,Everyone,Casual,2017-03-22 00:00:00,1,4.0.3 and up
Mom Doctor ER Emergency Family Game,FAMILY,3.5,173,49M,"10,000+",Free,0,Everyone,Educational,2018-01-26 00:00:00,1.0.0,4.1 and up
ER Blood Draw Doctor & Surgeon,FAMILY,4.0,154,58M,"50,000+",Free,0,Teen,Educational,2018-06-13 00:00:00,1.8,4.0.3 and up
"ER Emergency Hospital - Brain, Knee, Eye Surgery",FAMILY,3.8,25,41M,"1,000+",Free,0,Teen,Educational,2017-07-21 00:00:00,1.1,2.3 and up
Super Doctor 1-Pregnant Mom ER Surgery Simulator,FAMILY,4.1,290,73M,"10,000+",Free,0,Teen,Role Playing,2018-05-23 00:00:00,1,4.3 and up
Multi Surgery Hospital Pro: Virtual Doctor ER Game,FAMILY,4.2,23,33M,"1,000+",Free,0,Teen,Casual,2018-04-03 00:00:00,1,4.1 and up
Clumsy Santa ER Surgery,FAMILY,4.1,214,46M,"100,000+",Free,0,Teen,Casual,2016-12-22 00:00:00,1,4.0.3 and up
Little Eye Surgery Simulator - ER Doctor Game,FAMILY,4.4,12,19M,"1,000+",Free,0,Teen,Casual,2018-04-20 00:00:00,1,2.3 and up
